,Unnamed: 0.1,Unnamed: 0,RankingList,Filename,index,Role,Standardized Role,job_function,Company,min_salary,max_salary,other_compensation,degree_level,field_of_study,certifications_training,skill,description,learning_objective,confidence,cluster,hierarchy,isSpecialized,type,isBusiness,combined,new_embeds,predicted_cluster,cluster_label,IQ_INDUSTRY_CLASSIFICATION,IQ_INDUSTRY_GROUP,Overall % from Aspirations,Industry Count,Industry Importance,Impact score,Personal Growth score,Leadership Development score,Challenges score,Overall % from Motivations,Normalized Overall % from Aspirations,Normaized Industry Importance,Normalized Overall % from Motivations,Combined Normalized Overall % from Aspirations and Motivations,Combined Normalized Industry Importance and Overall % from Motivations,Open Positions,Mean Industry Importance Score
145,147,147,Companies In India,job_result_1_50.txt,148,Strategic Partnerships and Revenue Operations Manager,Strategic Partnerships and Revenue Operations Manager,Operations,Zeta,Not specified,Not specified,Not specified,Bachelor's,"Business, Finance, Economics, or related field",MBA or equivalent advanced degree strongly preferred,Project Management,"Excellent project management skills, with the ability to lead cross-functional projects and meet deadlines",Audience: Project Teams; Behavior: Manage Projects; Condition: Cross-Functional Teams; Degree: Timely,0.7,Management Skills,Root > Management Skills > Project Management,0.0,Nice_to_Have,1,Role: Strategic Partnerships and Revenue Operations Manager; Skills: Project Management; Learning Objectives: Audience: Project Teams; Behavior: Manage Projects; Condition: Cross-Functional Teams; Degree: Timely,"[-0.01759654 -0.02772639  0.00644991 ... -0.00590434 -0.00100389
 -0.00837175]",8,Corporate Strategy,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
146,148,148,Companies In India,job_result_5_40.txt,149,Business Systems Analyst,Business Systems Analyst,Technology,Zeta,Not specified,Not specified,Not specified,Bachelor's,Technology related field,Not specified,Time Management,Manage multiple competing priorities effectively,"Given multiple competing priorities, manage them effectively.",0.6,Soft Skills,Time Management,0.0,Implied,0,"Role: Business Systems Analyst; Skills: Time Management; Learning Objectives: Given multiple competing priorities, manage them effectively","[-0.02165397 -0.01236496  0.01299537 ... -0.01788955 -0.01513567
 -0.00647961]",0,Business Analytics,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
147,149,149,Companies In India,job_result_4_90.txt,150,Zeta - Senior Program Manager - IIM/ISB/FMS/MDI - [INQ741],Senior Program Manager,Project Management,Zeta,Not specified,Not specified,Not specified,Bachelor's,Any,Not specified,Problem Solving,Solve problems effectively,"Given a problem, solve it successfully",0.5,General,Root,0.0,Implied,0,"Role: Senior Program Manager; Skills: Problem Solving; Learning Objectives: Given a problem, solve it successfully","[-0.00907317 -0.0214954   0.00051915 ... -0.00465048 -0.01284985
 -0.00194346]",7,Engineering Leadership,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
148,150,150,Companies In India,job_result_10_80.txt,151,Sr. Manager / Manager Data Engineering,Data Engineering Manager,Technology,Zeta,120000,180000,"Stock options, bonuses, and benefits",Bachelor's,Computer Science,Certified Data Engineer,Python Programming,Developing data pipelines using Python,"By the end of this course, learners will be able to create data pipelines using Python.",0.9,Programming Languages,Root -> Programming Languages -> Python,1.0,Must_Have,0,"Role: Data Engineering Manager; Skills: Python Programming; Learning Objectives: By the end of this course, learners will be able to create data pipelines using Python","[-0.01536767 -0.01546962  0.00854006 ...  0.00643143 -0.01318589
  0.00440659]",7,Engineering Leadership,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
149,151,151,Companies In India,job_result_9_20.txt,152,Director Product Strategy,Director Product Strategy,Product Management,Zeta,100000,150000,"Stock options, bonuses, and benefits",Bachelor's,Engineering / Economics / Finance / Statistics,Not specified,Team Collaboration,Ability to work effectively with cross-functional teams.,"Given a team project, the candidate will be able to contribute to its success.",0.6,Interpersonal Skills,Root,0.0,Implied,1,"Role: Director Product Strategy; Skills: Team Collaboration; Learning Objectives: Given a team project, the candidate will be able to contribute to its success","[-0.01866456 -0.01846369  0.0080774  ... -0.00531236 -0.01538533
 -0.01187234]",1,Product Management,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
150,152,152,Companies In India,job_result_7_20.txt,153,Solution Architect - [BJ-288],Solution Architect,Technology,Zeta,Not specified,Not specified,"Bonuses, stock options, benefits",Bachelor's,"Computer Science, Engineering",Not specified,Functional Mapping,Ability to translate business domain to technological solution domain.,"Given a business domain scenario, the candidate will be able to map it to a technological solution.",0.6,Analytical Skills,Sibling of Problem Solving,0.0,Implied,0,"Role: Solution Architect; Skills: Functional Mapping; Learning Objectives: Given a business domain scenario, the candidate will be able to map it to a technological solution","[-0.01201556 -0.01140766  0.01998792 ... -0.00876529 -0.01774723
 -0.01954973]",0,Business Analytics,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
151,153,153,Companies In India,job_result_8_40.txt,154,Accounts Assistant- Mauritius,Accountant,Finance,Zeta,40000,60000,Benefits and bonuses,Bachelor's,Commerce,Additional certifications in accounting,Financial Analysis,Ability to analyze financial data and make informed decisions,Apply financial analysis skills to drive business growth,0.7,Financial Management,Root,1.0,Nice_to_Have,1,Role: Accountant; Skills: Financial Analysis; Learning Objectives: Apply financial analysis skills to drive business growth,"[-0.00896797 -0.01697702  0.02300754 ... -0.00035371  0.00393589
 -0.02179211]",3,Corporate and Project Finance,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
152,154,154,Companies In India,job_result_7_60.txt,155,Sr Manager ERP,ERP Manager,Technology,Zeta,80000,120000,Bonuses and stock options,Bachelor's,Computer Science,Oracle Fusion certification,ERP Implementation,Ability to implement ERP systems,Implement ERP systems effectively,0.9,Technical Skills,ERP,1.0,Must_Have,0,Role: ERP Manager; Skills: ERP Implementation; Learning Objectives: Implement ERP systems effectively,"[-0.00951679 -0.01746222  0.00586159 ...  0.00136077  0.00683271
 -0.01126298]",7,Engineering Leadership,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
153,155,155,Companies In India,job_result_8_0.txt,156,Equity Accountant,Equity Accountant,Finance,Zeta,Not specified,Not specified,"Bonuses, stock options, benefits",Bachelor's,"Accounting, Finance, or related field",CPA certification or equivalent professional certification,Time Management,Ability to prioritize tasks and manage time effectively to meet deadlines,Prioritize tasks to ensure timely completion of equity related transactions,0.6,Soft Skills,Root,0.0,Implied,1,Role: Equity Accountant; Skills: Time Management; Learning Objectives: Prioritize tasks to ensure timely completion of equity related transactions,"[-1.71656199e-02 -2.06456380e-02  1.57354184e-02 ... -7.61066331e-05
  7.36832889e-03 -2.21187710e-02]",3,Corporate and Project Finance,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
154,156,156,Companies In India,job_result_8_20.txt,157,Zeta - Manager - Business Finance (5-10 yrs),Business Finance Manager,Finance,Zeta,500000,1000000,Bonuses and stock options,MBA,Finance,CFA certification,Problem Solving,Ability to solve financial problems,Apply problem-solving skills to financial challenges,0.8,Analytical Skills,Data Analysis,0.0,Implied,1,Role: Business Finance Manager; Skills: Problem Solving; Learning Objectives: Apply problem-solving skills to financial challenges,"[-0.02019377 -0.0204283   0.0097812  ...  0.00351547  0.00644775
 -0.01306997]",3,Corporate and Project Finance,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
155,157,157,Companies In India,job_result_6_80.txt,158,Engineering Manager,Engineering Manager,Engineering,Zeta,120000,180000,"Stock options, bonuses, and benefits package",Bachelor's,"Computer Science, Information Systems","Scrum Master Certification, Cloud Computing Certifications",Java Development,Developing software applications using Java programming language.,Design and develop scalable Java-based applications.,0.9,Programming Languages,Root,1.0,Must_Have,0,Role: Engineering Manager; Skills: Java Development; Learning Objectives: Design and develop scalable Java-based applications,"[-0.01271981 -0.01203754  0.00705277 ... -0.0112952   0.00045719
 -0.00394506]",7,Engineering Leadership,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
156,158,158,Companies In India,job_result_9_90.txt,159,Zeta - Manager - People Partner (7-14 yrs),Manager People Partner,Human Resources,Zeta,Not specified,Not specified,Not specified,Bachelor's,Human Resources Management,Not specified,Data Analysis,Interpret data to inform business decisions,Apply statistical methods to drive insights,0.6,Analytical Skills,Root,1.0,Nice_to_Have,1,Role: Manager People Partner; Skills: Data Analysis; Learning Objectives: Apply statistical methods to drive insights,"[-0.02595669 -0.01886207  0.01223283 ... -0.00610557 -0.00387168
 -0.01345456]",8,Corporate Strategy,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
157,159,159,Companies In India,job_result_8_10.txt,160,(E581) | Sr. Product Manager,Product Manager,Product Management,Zeta,150000,200000,Stock options and bonuses,Bachelor's,Computer Science,Product Management certification,Time Management,Manage time effectively,Prioritize tasks efficiently,0.5,Soft Skills,Time Management > Task Prioritization,0.0,Implied,0,Role: Product Manager; Skills: Time Management; Learning Objectives: Prioritize tasks efficiently,"[-0.01430877 -0.0087615   0.01133618 ...  0.00013853 -0.00854778
 -0.01795102]",1,Product Management,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
158,160,160,Companies In India,job_result_7_80.txt,161,Sr. Product Manager,Product Manager,Product Management,Zeta,150000,200000,"Stock options, bonuses",Bachelor's,"Computer Science, Engineering",,Problem Solving,Solve complex problems,Develop problem-solving skills,0.6,Soft Skills,Problem Solving > Critical Thinking,0.0,Implied,0,Role: Product Manager; Skills: Problem Solving; Learning Objectives: Develop problem-solving skills,"[-0.01249179 -0.00972951  0.014992   ... -0.0002765  -0.00406828
 -0.01626651]",1,Product Management,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
159,161,161,Companies In India,job_result_8_70.txt,162,ETL Developer,ETL Developer,Technology,Zeta,Not specified,Not specified,Not specified,Bachelor's,Computer Science,Not specified,Problem Solving,Ability to solve technical problems,Develop problem-solving skills,0.5,Soft Skills,Problem Solving,0.0,Implied,0,Role: ETL Developer; Skills: Problem Solving; Learning Objectives: Develop problem-solving skills,"[-0.01375873 -0.01476335  0.0171267  ... -0.00325199 -0.01626532
 -0.00888793]",0,Business Analytics,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
160,162,162,Companies In India,job_result_7_0.txt,163,Engineering Manager,Engineering Manager,Engineering,Zeta,120000,180000,"Stock options, health insurance, and retirement benefits.",Bachelor's,Computer Science,Scrum Master Certification,Communication,Effectively conveying project updates and technical information to stakeholders.,Enhance communication skills to facilitate stakeholder engagement.,0.45,Soft Skills,root,0.0,Implied,0,Role: Engineering Manager; Skills: Communication; Learning Objectives: Enhance communication skills to facilitate stakeholder engagement,"[-0.01298767 -0.0128337   0.00860516 ... -0.01173412  0.00054465
 -0.00467823]",7,Engineering Leadership,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
161,163,163,Companies In India,job_result_8_90.txt,164,Solution Architect,Solution Architect,Technology,Zeta,Not specified,Not specified,"Bonuses, stock options, and benefits",Bachelor's,Computer Science or related field,Not specified,Time Management,Ability to prioritize tasks and manage time effectively,"Given a scenario, create a schedule and task list to meet deadlines.",0.6,Soft Skills,Child,0.0,Implied,0,"Role: Solution Architect; Skills: Time Management; Learning Objectives: Given a scenario, create a schedule and task list to meet deadlines","[-0.00628123 -0.01463971  0.0173756  ... -0.01086854 -0.01080668
 -0.02104532]",0,Business Analytics,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
162,164,164,Companies In India,job_result_8_60.txt,165,Senior Application Support Engineer,Senior Application Support Engineer,Technology,Zeta,Not specified,Not specified,Not specified,Bachelor's,Computer Science or related field,Not specified,Analytical Thinking,Ability to analyze complex technical issues and identify solutions,"Given a complex technical issue, the candidate will be able to analyze and identify potential solutions",0.6,Soft Skills,Root -> Soft Skills -> Analytical Thinking,0.0,Implied,0,"Role: Senior Application Support Engineer; Skills: Analytical Thinking; Learning Objectives: Given a complex technical issue, the candidate will be able to analyze and identify potential solutions","[-0.00949104 -0.00425789  0.03455414 ... -0.00521748 -0.01423351
  0.00117388]",7,Engineering Leadership,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
163,165,165,Companies In India,job_result_6_70.txt,166,Senior Manager - ERP,Senior Manager ERP,Finance,Zeta,100000,150000,Bonuses and stock options,Bachelor's,Computer Science,Oracle Fusion certification,Team Management,Managing teams,Manage teams effectively,0.6,Management Skills,Leadership,0.0,Implied,0,Role: Senior Manager ERP; Skills: Team Management; Learning Objectives: Manage teams effectively,"[-0.00494542 -0.01972586  0.00511137 ...  0.0007311  -0.00608118
 -0.00838925]",3,Corporate and Project Finance,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
164,166,166,Companies In India,job_result_9_80.txt,167,Specialist- Indirect Taxation,Tax Specialist,Finance,Zeta,Not specified,Not specified,Not specified,CA,Not specified,Big 4 experience preferred,USA Indirect Tax,Knowledge of indirect taxation regulations in the United States,Demonstrate understanding of USA indirect taxation requirements,0.6,Taxation,International Taxation,1.0,Nice_to_Have,0,Role: Tax Specialist; Skills: USA Indirect Tax; Learning Objectives: Demonstrate understanding of USA indirect taxation requirements,"[-0.01440762 -0.0174496   0.01711048 ... -0.00303566 -0.00730427
 -0.02210921]",3,Corporate and Project Finance,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,52,1.0070977392231861
165,167,167,Companies In India,job_result_9_60.txt,168,Lead Site Reliability Engineer,Lead Site Reliability Engineer,Technology,Zeta,Not specified,Not specified,Not specified,Bachelor's,"Computer Science, Engineering",Not specified,Distributed Systems,"Experience designing, analyzing, and troubleshooting large-scale distributed systems.",Design and troubleshoot distributed systems.,0.9,Technical Skills,System Administration,1.0,Must_Have,0,Role: Lead Site Reliability Engineer; Skills: Distributed Systems; Learning Objectives: Design and troubleshoot distributed systems,"[-0.00526098 -0.00769711  0.01387357 ... -0.00060762 -0.00210382
 -0.01010566]",7,Engineering Leadership,Information Technology,Technology Hardware and Equipment,0.4274,445,190.193,0.3407,0.0,0.0,0.0,0.085175,1.0,1.0,0.3690824396056765,1.3690824396056764,1.3690824396056764,52,1.0070977392231861
